market_type,market_label,security_code,symbol,exchange,board,listed_company_name,security_name,currency,industry,peer_group,peer_relative_position,cyclicality_profile,compounding_profile,industry_outlook_score,industry_outlook_level,industry_outlook_reason,weighted_total_score,overall_level,overall_reason,source_urls,reviewed_at_utc,scoring_model_version
HONG_KONG,港股,03738,03738.HK,HKEX,main_board,VOBILE GROUP,VOBILE GROUP,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",78.22,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=03738,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,00861,00861.HK,HKEX,main_board,DC HOLDINGS,DC HOLDINGS,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",78.19,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00861,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,00777,00777.HK,HKEX,main_board,NETDRAGON,NETDRAGON,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",78.10,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00777,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02038,02038.HK,HKEX,main_board,FIH,FIH,HKD,资讯科技器材,资讯科技器材,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",78.08,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02038,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01501,01501.HK,HKEX,main_board,INT MEDICAL,INT MEDICAL,HKD,其他医疗保健,其他医疗保健,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",78.05,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01501,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,09885,09885.HK,HKEX,main_board,YSB,YSB,HKD,药品及生物科技,药品及生物科技,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",78.00,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=09885,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,00512,00512.HK,HKEX,main_board,GRAND PHARMA,GRAND PHARMA,HKD,药品及生物科技,药品及生物科技,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.98,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00512,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02196,02196.HK,HKEX,main_board,FOSUN PHARMA,FOSUN PHARMA,HKD,药品及生物科技,药品及生物科技,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.98,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02196,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,06160,06160.HK,HKEX,main_board,BEONE MEDICINES,BEONE MEDICINES,HKD,药品及生物科技,药品及生物科技,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.95,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=06160,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,00799,00799.HK,HKEX,main_board,IGG,IGG,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.93,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00799,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02313,02313.HK,HKEX,main_board,SHENZHOU INTL,SHENZHOU INTL,HKD,纺织及服饰,纺织及服饰,above_average,low_to_moderate_cyclicality,brand_compounding,70.00,B,"Brand, habit, and channel advantages can compound, though discretionary categories such as apparel are more cyclical than staples.",77.92,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02313,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02367,02367.HK,HKEX,main_board,GIANT BIOGENE,GIANT BIOGENE,HKD,其他医疗保健,其他医疗保健,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.92,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02367,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02586,02586.HK,HKEX,main_board,DMALL,DMALL,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.91,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02586,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02660,02660.HK,HKEX,main_board,ZENGAME,ZENGAME,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.91,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02660,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,00241,00241.HK,HKEX,main_board,ALI HEALTH,ALI HEALTH,HKD,药品及生物科技,药品及生物科技,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.89,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00241,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01357,01357.HK,HKEX,main_board,MEITU,MEITU,HKD,媒体及娱乐,媒体及娱乐,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.85,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01357,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,09888,09888.HK,HKEX,main_board,BIDU-SW,BIDU-SW,HKD,媒体及娱乐,媒体及娱乐,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.84,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=09888,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,89888,89888.HK,HKEX,main_board,BIDU-SWR,BIDU-SWR,RMB,媒体及娱乐,媒体及娱乐,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.84,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=09888,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,00552,00552.HK,HKEX,main_board,CHINACOMSERVICE,CHINACOMSERVICE,HKD,资讯科技器材,资讯科技器材,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.83,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00552,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02556,02556.HK,HKEX,main_board,MARKETINGFORCE,MARKETINGFORCE,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.82,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02556,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01513,01513.HK,HKEX,main_board,LIVZON PHARMA,LIVZON PHARMA,HKD,药品及生物科技,药品及生物科技,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.72,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01513,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02020,02020.HK,HKEX,main_board,ANTA SPORTS,ANTA SPORTS,HKD,纺织及服饰,纺织及服饰,above_average,low_to_moderate_cyclicality,brand_compounding,70.00,B,"Brand, habit, and channel advantages can compound, though discretionary categories such as apparel are more cyclical than staples.",77.72,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02020,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,82020,82020.HK,HKEX,main_board,ANTA SPORTS-R,ANTA SPORTS-R,RMB,纺织及服饰,纺织及服饰,above_average,low_to_moderate_cyclicality,brand_compounding,70.00,B,"Brand, habit, and channel advantages can compound, though discretionary categories such as apparel are more cyclical than staples.",77.72,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02020,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01302,01302.HK,HKEX,main_board,LIFETECH SCI,LIFETECH SCI,HKD,其他医疗保健,其他医疗保健,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.71,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01302,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01763,01763.HK,HKEX,main_board,CIRC,CIRC,HKD,药品及生物科技,药品及生物科技,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.68,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01763,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01686,01686.HK,HKEX,main_board,SUNEVISION,SUNEVISION,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.67,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01686,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,03700,03700.HK,HKEX,main_board,INKEVERSE,INKEVERSE,HKD,媒体及娱乐,媒体及娱乐,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.63,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=03700,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,00867,00867.HK,HKEX,main_board,CMS,CMS,HKD,药品及生物科技,药品及生物科技,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.62,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00867,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01588,01588.HK,HKEX,main_board,CHANJET,CHANJET,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.60,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01588,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01833,01833.HK,HKEX,main_board,PA GOODDOCTOR,PA GOODDOCTOR,HKD,其他医疗保健,其他医疗保健,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.59,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01833,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02509,02509.HK,HKEX,main_board,QYUNS-B,QYUNS-B,HKD,药品及生物科技,药品及生物科技,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.56,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02509,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01347,01347.HK,HKEX,main_board,HUA HONG SEMI,HUA HONG SEMI,HKD,半导体,半导体,above_average,cyclical_structural_growth,innovation_compounding,72.00,B,"AI, localization, and automation support demand, while semiconductor and hardware cycles keep outcomes uneven.",77.53,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile cyclical_structural_growth. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01347,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,06051,06051.HK,HKEX,main_board,YOUZAN,YOUZAN,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.45,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=06051,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,03396,03396.HK,HKEX,main_board,LEGENDHOLDING,LEGENDHOLDING,HKD,资讯科技器材,资讯科技器材,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.44,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=03396,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,03689,03689.HK,HKEX,main_board,KANGHUA HEALTH,KANGHUA HEALTH,HKD,其他医疗保健,其他医疗保健,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.41,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=03689,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02306,02306.HK,HKEX,main_board,YH ENT,YH ENT,HKD,媒体及娱乐,媒体及娱乐,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.40,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02306,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01696,01696.HK,HKEX,main_board,SISRAM MED,SISRAM MED,HKD,其他医疗保健,其他医疗保健,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.34,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01696,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02190,02190.HK,HKEX,main_board,ZYLOXTB,ZYLOXTB,HKD,其他医疗保健,其他医疗保健,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.30,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02190,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,00522,00522.HK,HKEX,main_board,ASMPT,ASMPT,HKD,半导体,半导体,above_average,cyclical_structural_growth,innovation_compounding,72.00,B,"AI, localization, and automation support demand, while semiconductor and hardware cycles keep outcomes uneven.",77.28,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile cyclical_structural_growth. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00522,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,00334,00334.HK,HKEX,main_board,CH DISPLAY OPT,CH DISPLAY OPT,HKD,资讯科技器材,资讯科技器材,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.25,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00334,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,03798,03798.HK,HKEX,main_board,HOMELAND ITL,HOMELAND ITL,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.19,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=03798,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02219,02219.HK,HKEX,main_board,CHAOJU EYE CARE,CHAOJU EYE CARE,HKD,其他医疗保健,其他医疗保健,above_average,defensive_growth_with_policy_risk,innovation_or_brand_compounding,70.00,B,"Aging, healthcare demand, and innovation support long-term growth, but procurement, pricing, and clinical risks reduce certainty.",77.16,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile defensive_growth_with_policy_risk. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02219,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01523,01523.HK,HKEX,main_board,PLOVER BAY TECH,PLOVER BAY TECH,HKD,资讯科技器材,资讯科技器材,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.10,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01523,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,02458,02458.HK,HKEX,main_board,GALA TECH HOLD,GALA TECH HOLD,HKD,软件服务,软件服务,above_average,low_to_moderate_cyclicality,compound_growth,78.00,B,"Digitalization, data, AI, platform, and online-service demand support multi-year growth, with leader quality depending on retention and network effects.",77.09,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=02458,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
HONG_KONG,港股,01361,01361.HK,HKEX,main_board,361 DEGREES,361 DEGREES,HKD,纺织及服饰,纺织及服饰,above_average,low_to_moderate_cyclicality,brand_compounding,70.00,B,"Brand, habit, and channel advantages can compound, though discretionary categories such as apparel are more cyclical than staples.",77.04,B,"Weighted score from seven stored dimensions, including industry outlook and cyclicality profile low_to_moderate_cyclicality. This first-pass algorithmic score is evidence-backed by Eastmoney HKF10 profile and financial indicators.",https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=01361,2026-05-14T16:20:11+00:00,full_coverage_dimensional_v0.3
