security_code,symbol,exchange,board,listed_company_name,security_name,listing_date,industry,research_status,profile_status,financial_status,profile_retrieved_at_utc,financial_retrieved_at_utc,last_error,next_action
600299,600299.SH,SSE,main_board,蓝星安迪苏股份有限公司,安迪苏,2000-04-20,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:47+00:00,2026-05-14T10:37:47+00:00,,score_dimensions
600300,600300.SH,SSE,main_board,维维食品饮料股份有限公司,维维股份,2000-06-30,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:47+00:00,2026-05-14T10:37:47+00:00,,score_dimensions
600301,600301.SH,SSE,main_board,广西华锡有色金属股份有限公司,华锡有色,2000-07-12,采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:37:47+00:00,2026-05-14T10:37:47+00:00,,score_dimensions
600302,600302.SH,SSE,main_board,西安标准工业股份有限公司,ST标准,2000-12-13,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:48+00:00,2026-05-14T10:37:48+00:00,,score_dimensions
600303,600303.SH,SSE,main_board,辽宁曙光汽车集团股份有限公司,曙光股份,2000-12-26,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:48+00:00,2026-05-14T10:37:48+00:00,,score_dimensions
600305,600305.SH,SSE,main_board,江苏恒顺醋业股份有限公司,恒顺醋业,2001-02-06,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:54:05+00:00,2026-05-14T10:54:05+00:00,,score_dimensions
600306,600306.SH,SSE,main_board,沈阳商业城股份有限公司,-,2000-12-26,批发和零售业,evidence_fetched,fetched,fetched,2026-05-14T10:37:48+00:00,2026-05-14T10:37:48+00:00,,score_dimensions
600307,600307.SH,SSE,main_board,甘肃酒钢集团宏兴钢铁股份有限公司,酒钢宏兴,2000-12-20,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:48+00:00,2026-05-14T10:37:48+00:00,,score_dimensions
600308,600308.SH,SSE,main_board,山东华泰纸业股份有限公司,华泰股份,2000-09-28,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:49+00:00,2026-05-14T10:37:49+00:00,,score_dimensions
600309,600309.SH,SSE,main_board,万华化学集团股份有限公司,万华化学,2001-01-05,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:49+00:00,2026-05-14T10:37:49+00:00,,score_dimensions
600310,600310.SH,SSE,main_board,广西能源股份有限公司,广西能源,2001-02-28,电力、热力、燃气及水生产和供应业,evidence_fetched,fetched,fetched,2026-05-14T10:37:49+00:00,2026-05-14T10:37:49+00:00,,score_dimensions
600311,600311.SH,SSE,main_board,甘肃荣华实业(集团)股份有限公司,-,2001-06-26,采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:37:49+00:00,2026-05-14T10:37:49+00:00,,score_dimensions
600312,600312.SH,SSE,main_board,河南平高电气股份有限公司,平高电气,2001-02-21,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:49+00:00,2026-05-14T10:37:49+00:00,,score_dimensions
600313,600313.SH,SSE,main_board,中农发种业集团股份有限公司,农发种业,2001-01-19,批发和零售业,evidence_fetched,fetched,fetched,2026-05-14T10:37:50+00:00,2026-05-14T10:37:50+00:00,,score_dimensions
600315,600315.SH,SSE,main_board,上海家化联合股份有限公司,上海家化,2001-03-15,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:50+00:00,2026-05-14T10:37:50+00:00,,score_dimensions
600316,600316.SH,SSE,main_board,江西洪都航空工业股份有限公司,洪都航空,2000-12-15,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:50+00:00,2026-05-14T10:37:50+00:00,,score_dimensions
600317,600317.SH,SSE,main_board,营口港务股份有限公司,-,2002-01-31,交通运输、仓储和邮政业,evidence_fetched,fetched,fetched,2026-05-14T10:37:50+00:00,2026-05-14T10:37:50+00:00,,score_dimensions
600318,600318.SH,SSE,main_board,安徽新力金融股份有限公司,新力金融,2000-12-08,金融业,evidence_fetched,fetched,fetched,2026-05-14T10:37:50+00:00,2026-05-14T10:37:50+00:00,,score_dimensions
600319,600319.SH,SSE,main_board,潍坊亚星化学股份有限公司,亚星化学,2001-03-26,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:50+00:00,2026-05-14T10:37:50+00:00,,score_dimensions
600320,600320.SH,SSE,main_board,上海振华重工(集团)股份有限公司,振华重工,2000-12-21,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:51+00:00,2026-05-14T10:37:51+00:00,,score_dimensions
600321,600321.SH,SSE,main_board,正源控股股份有限公司,-,2001-05-24,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:51+00:00,2026-05-14T10:37:51+00:00,,score_dimensions
600322,600322.SH,SSE,main_board,天津津投城市开发股份有限公司,津投城开,2001-09-10,房地产业,evidence_fetched,fetched,fetched,2026-05-14T10:37:51+00:00,2026-05-14T10:37:51+00:00,,score_dimensions
600323,600323.SH,SSE,main_board,瀚蓝环境股份有限公司,瀚蓝环境,2000-12-25,水利、环境和公共设施管理业,evidence_fetched,fetched,fetched,2026-05-14T10:37:51+00:00,2026-05-14T10:37:51+00:00,,score_dimensions
600325,600325.SH,SSE,main_board,珠海华发实业股份有限公司,华发股份,2004-02-25,房地产业,evidence_fetched,fetched,fetched,2026-05-14T10:37:51+00:00,2026-05-14T10:37:51+00:00,,score_dimensions
600326,600326.SH,SSE,main_board,西藏天路股份有限公司,西藏天路,2001-01-16,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:51+00:00,2026-05-14T10:37:51+00:00,,score_dimensions
600327,600327.SH,SSE,main_board,无锡商业大厦大东方股份有限公司,大东方,2002-06-25,卫生和社会工作,evidence_fetched,fetched,fetched,2026-05-14T10:37:51+00:00,2026-05-14T10:37:51+00:00,,score_dimensions
600328,600328.SH,SSE,main_board,中盐内蒙古化工股份有限公司,中盐化工,2000-12-22,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:52+00:00,2026-05-14T10:37:52+00:00,,score_dimensions
600329,600329.SH,SSE,main_board,津药达仁堂集团股份有限公司,达仁堂,2001-06-06,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:52+00:00,2026-05-14T10:37:52+00:00,,score_dimensions
600330,600330.SH,SSE,main_board,天通控股股份有限公司,天通股份,2001-01-18,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:52+00:00,2026-05-14T10:37:52+00:00,,score_dimensions
600331,600331.SH,SSE,main_board,四川宏达股份有限公司,宏达股份,2001-12-20,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:52+00:00,2026-05-14T10:37:52+00:00,,score_dimensions
600332,600332.SH,SSE,main_board,广州白云山医药集团股份有限公司,白云山,2001-02-06,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:52+00:00,2026-05-14T10:37:52+00:00,,score_dimensions
600333,600333.SH,SSE,main_board,长春燃气股份有限公司,长春燃气,2000-12-11,电力、热力、燃气及水生产和供应业,evidence_fetched,fetched,fetched,2026-05-14T10:37:52+00:00,2026-05-14T10:37:52+00:00,,score_dimensions
600335,600335.SH,SSE,main_board,国机汽车股份有限公司,国机汽车,2001-03-05,批发和零售业,evidence_fetched,fetched,fetched,2026-05-14T10:37:53+00:00,2026-05-14T10:37:53+00:00,,score_dimensions
600336,600336.SH,SSE,main_board,澳柯玛股份有限公司,澳柯玛,2000-12-29,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:53+00:00,2026-05-14T10:37:53+00:00,,score_dimensions
600337,600337.SH,SSE,main_board,美克国际家居用品股份有限公司,ST美克,2000-11-27,批发和零售业,evidence_fetched,fetched,fetched,2026-05-14T10:37:53+00:00,2026-05-14T10:37:53+00:00,,score_dimensions
600338,600338.SH,SSE,main_board,西藏珠峰资源股份有限公司,西藏珠峰,2000-12-27,采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:37:53+00:00,2026-05-14T10:37:53+00:00,,score_dimensions
600339,600339.SH,SSE,main_board,中国石油集团工程股份有限公司,中油工程,2000-12-25,采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:37:53+00:00,2026-05-14T10:37:53+00:00,,score_dimensions
600340,600340.SH,SSE,main_board,华夏幸福基业股份有限公司,*ST华幸,2003-12-30,房地产业,evidence_fetched,fetched,fetched,2026-05-14T10:37:54+00:00,2026-05-14T10:37:54+00:00,,score_dimensions
600343,600343.SH,SSE,main_board,陕西航天动力高科技股份有限公司,航天动力,2003-04-08,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:54+00:00,2026-05-14T10:37:54+00:00,,score_dimensions
600345,600345.SH,SSE,main_board,武汉长江通信产业集团股份有限公司,长江通信,2000-12-22,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:54+00:00,2026-05-14T10:37:54+00:00,,score_dimensions
600346,600346.SH,SSE,main_board,恒力石化股份有限公司,恒力石化,2001-08-20,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:54+00:00,2026-05-14T10:37:54+00:00,,score_dimensions
600348,600348.SH,SSE,main_board,山西华阳集团新能股份有限公司,华阳股份,2003-08-21,采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:37:54+00:00,2026-05-14T10:37:54+00:00,,score_dimensions
600350,600350.SH,SSE,main_board,山东高速股份有限公司,山东高速,2002-03-18,交通运输、仓储和邮政业,evidence_fetched,fetched,fetched,2026-05-14T10:37:54+00:00,2026-05-14T10:37:54+00:00,,score_dimensions
600351,600351.SH,SSE,main_board,亚宝药业集团股份有限公司,亚宝药业,2002-09-26,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:54+00:00,2026-05-14T10:37:54+00:00,,score_dimensions
600352,600352.SH,SSE,main_board,浙江龙盛集团股份有限公司,浙江龙盛,2003-08-01,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:55+00:00,2026-05-14T10:37:55+00:00,,score_dimensions
600353,600353.SH,SSE,main_board,成都旭光电子股份有限公司,旭光电子,2002-11-20,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:55+00:00,2026-05-14T10:37:55+00:00,,score_dimensions
600354,600354.SH,SSE,main_board,甘肃省敦煌种业集团股份有限公司,敦煌种业,2004-01-15,农、林、牧、渔业,evidence_fetched,fetched,fetched,2026-05-14T10:37:55+00:00,2026-05-14T10:37:55+00:00,,score_dimensions
600355,600355.SH,SSE,main_board,精伦电子股份有限公司,-,2002-06-13,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:55+00:00,2026-05-14T10:37:55+00:00,,score_dimensions
600356,600356.SH,SSE,main_board,牡丹江恒丰纸业股份有限公司,恒丰纸业,2001-04-19,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:55+00:00,2026-05-14T10:37:55+00:00,,score_dimensions
600357,600357.SH,SSE,main_board,承德新新钒钛股份有限公司,-,2002-09-06,其它,evidence_fetched,fetched,fetched,2026-05-14T10:37:56+00:00,2026-05-14T10:37:56+00:00,,score_dimensions
600358,600358.SH,SSE,main_board,国旅文化投资集团股份有限公司,国旅联合,2000-09-22,租赁和商务服务业,evidence_fetched,fetched,fetched,2026-05-14T10:37:56+00:00,2026-05-14T10:37:56+00:00,,score_dimensions
600359,600359.SH,SSE,main_board,新疆塔里木农业综合开发股份有限公司,新农开发,1999-04-29,农、林、牧、渔业,evidence_fetched,fetched,fetched,2026-05-14T10:37:56+00:00,2026-05-14T10:37:56+00:00,,score_dimensions
600360,600360.SH,SSE,main_board,吉林华微电子股份有限公司,*ST华微,2001-03-16,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:56+00:00,2026-05-14T10:37:56+00:00,,score_dimensions
600361,600361.SH,SSE,main_board,创新新材料科技股份有限公司,创新新材,2001-11-29,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:56+00:00,2026-05-14T10:37:56+00:00,,score_dimensions
600362,600362.SH,SSE,main_board,江西铜业股份有限公司,江西铜业,2002-01-11,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:56+00:00,2026-05-14T10:37:56+00:00,,score_dimensions
600363,600363.SH,SSE,main_board,江西联创光电科技股份有限公司,联创光电,2001-03-29,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:56+00:00,2026-05-14T10:37:56+00:00,,score_dimensions
600365,600365.SH,SSE,main_board,通化葡萄酒股份有限公司,ST通葡,2001-01-15,批发和零售业,evidence_fetched,fetched,fetched,2026-05-14T10:37:57+00:00,2026-05-14T10:37:57+00:00,,score_dimensions
600366,600366.SH,SSE,main_board,宁波韵升股份有限公司,宁波韵升,2000-10-30,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:57+00:00,2026-05-14T10:37:57+00:00,,score_dimensions
600367,600367.SH,SSE,main_board,贵州红星发展股份有限公司,红星发展,2001-03-20,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:57+00:00,2026-05-14T10:37:57+00:00,,score_dimensions
600368,600368.SH,SSE,main_board,广西五洲交通股份有限公司,五洲交通,2000-12-21,交通运输、仓储和邮政业,evidence_fetched,fetched,fetched,2026-05-14T10:37:57+00:00,2026-05-14T10:37:57+00:00,,score_dimensions
600369,600369.SH,SSE,main_board,西南证券股份有限公司,西南证券,2001-01-09,金融业,evidence_fetched,fetched,fetched,2026-05-14T10:37:57+00:00,2026-05-14T10:37:57+00:00,,score_dimensions
600370,600370.SH,SSE,main_board,江苏三房巷聚材股份有限公司,*ST三房,2003-03-06,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:58+00:00,2026-05-14T10:37:58+00:00,,score_dimensions
600371,600371.SH,SSE,main_board,万向德农股份有限公司,万向德农,2002-09-16,农、林、牧、渔业,evidence_fetched,fetched,fetched,2026-05-14T10:37:58+00:00,2026-05-14T10:37:58+00:00,,score_dimensions
600372,600372.SH,SSE,main_board,中航机载系统股份有限公司,中航机载,2001-07-06,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:58+00:00,2026-05-14T10:37:58+00:00,,score_dimensions
600373,600373.SH,SSE,main_board,中文天地出版传媒集团股份有限公司,中文传媒,2002-03-04,文化、体育和娱乐业,evidence_fetched,fetched,fetched,2026-05-14T10:37:58+00:00,2026-05-14T10:37:58+00:00,,score_dimensions
600375,600375.SH,SSE,main_board,汉马科技集团股份有限公司,汉马科技,2003-04-01,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:58+00:00,2026-05-14T10:37:58+00:00,,score_dimensions
600376,600376.SH,SSE,main_board,北京首都开发股份有限公司,首开股份,2001-03-12,房地产业,evidence_fetched,fetched,fetched,2026-05-14T10:37:58+00:00,2026-05-14T10:37:58+00:00,,score_dimensions
600377,600377.SH,SSE,main_board,江苏宁沪高速公路股份有限公司,宁沪高速,2001-01-16,交通运输、仓储和邮政业,evidence_fetched,fetched,fetched,2026-05-14T10:37:58+00:00,2026-05-14T10:37:58+00:00,,score_dimensions
600378,600378.SH,SSE,main_board,昊华化工科技集团股份有限公司,昊华科技,2001-01-11,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:58+00:00,2026-05-14T10:37:58+00:00,,score_dimensions
600379,600379.SH,SSE,main_board,陕西宝光真空电器股份有限公司,宝光股份,2002-01-16,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:58+00:00,2026-05-14T10:37:58+00:00,,score_dimensions
600380,600380.SH,SSE,main_board,健康元药业集团股份有限公司,健康元,2001-06-08,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:59+00:00,2026-05-14T10:37:59+00:00,,score_dimensions
600381,600381.SH,SSE,main_board,青海春天药用资源科技股份有限公司,*ST春天,2001-05-08,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:59+00:00,2026-05-14T10:37:59+00:00,,score_dimensions
600382,600382.SH,SSE,main_board,广东明珠集团股份有限公司,广东明珠,2001-01-18,采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:37:59+00:00,2026-05-14T10:37:59+00:00,,score_dimensions
600383,600383.SH,SSE,main_board,金地(集团)股份有限公司,金地集团,2001-04-12,房地产业,evidence_fetched,fetched,fetched,2026-05-14T10:37:59+00:00,2026-05-14T10:37:59+00:00,,score_dimensions
600385,600385.SH,SSE,main_board,山东金泰集团股份有限公司,-,2001-07-23,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:37:59+00:00,2026-05-14T10:37:59+00:00,,score_dimensions
600386,600386.SH,SSE,main_board,北京巴士传媒股份有限公司,北巴传媒,2001-02-16,批发和零售业,evidence_fetched,fetched,fetched,2026-05-14T10:38:00+00:00,2026-05-14T10:38:00+00:00,,score_dimensions
600387,600387.SH,SSE,main_board,海越能源集团股份有限公司,-,2004-02-18,批发和零售业,evidence_fetched,fetched,fetched,2026-05-14T10:38:00+00:00,2026-05-14T10:38:00+00:00,,score_dimensions
600388,600388.SH,SSE,main_board,福建龙净环保股份有限公司,龙净环保,2000-12-29,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:00+00:00,2026-05-14T10:38:00+00:00,,score_dimensions
600389,600389.SH,SSE,main_board,南通江山农药化工股份有限公司,江山股份,2001-01-10,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:00+00:00,2026-05-14T10:38:00+00:00,,score_dimensions
600390,600390.SH,SSE,main_board,五矿资本股份有限公司,五矿资本,2001-01-15,金融业,evidence_fetched,fetched,fetched,2026-05-14T10:38:00+00:00,2026-05-14T10:38:00+00:00,,score_dimensions
600391,600391.SH,SSE,main_board,中国航发航空科技股份有限公司,航发科技,2001-12-12,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:00+00:00,2026-05-14T10:38:00+00:00,,score_dimensions
600392,600392.SH,SSE,main_board,盛和资源控股股份有限公司,盛和资源,2003-05-29,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:01+00:00,2026-05-14T10:38:01+00:00,,score_dimensions
600393,600393.SH,SSE,main_board,广州粤泰集团股份有限公司,-,2001-03-19,房地产业,evidence_fetched,fetched,fetched,2026-05-14T10:38:01+00:00,2026-05-14T10:38:01+00:00,,score_dimensions
600395,600395.SH,SSE,main_board,贵州盘江精煤股份有限公司,盘江股份,2001-05-31,采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:38:01+00:00,2026-05-14T10:38:01+00:00,,score_dimensions
600396,600396.SH,SSE,main_board,华电辽宁能源发展股份有限公司,华电辽能,2001-03-28,电力、热力、燃气及水生产和供应业,evidence_fetched,fetched,fetched,2026-05-14T10:38:01+00:00,2026-05-14T10:38:01+00:00,,score_dimensions
600397,600397.SH,SSE,main_board,江西江钨稀贵装备股份有限公司,江钨装备,2002-07-02,批发和零售业,evidence_fetched,fetched,fetched,2026-05-14T10:38:01+00:00,2026-05-14T10:38:01+00:00,,score_dimensions
600398,600398.SH,SSE,main_board,海澜之家集团股份有限公司,XD海澜之,2000-12-28,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:02+00:00,2026-05-14T10:38:02+00:00,,score_dimensions
600399,600399.SH,SSE,main_board,抚顺特殊钢股份有限公司,抚顺特钢,2000-12-29,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:02+00:00,2026-05-14T10:38:02+00:00,,score_dimensions
600400,600400.SH,SSE,main_board,江苏红豆实业股份有限公司,红豆股份,2001-01-08,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:02+00:00,2026-05-14T10:38:02+00:00,,score_dimensions
600401,600401.SH,SSE,main_board,海润光伏科技股份有限公司,-,2003-09-24,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:02+00:00,2026-05-14T10:38:02+00:00,,score_dimensions
600403,600403.SH,SSE,main_board,河南大有能源股份有限公司,大有能源,2003-10-09,采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:38:02+00:00,2026-05-14T10:38:02+00:00,,score_dimensions
600405,600405.SH,SSE,main_board,北京动力源科技股份有限公司,动力源,2004-04-01,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:03+00:00,2026-05-14T10:38:03+00:00,,score_dimensions
600406,600406.SH,SSE,main_board,国电南瑞科技股份有限公司,国电南瑞,2003-10-16,信息传输、软件和信息技术服务业,evidence_fetched,fetched,fetched,2026-05-14T10:38:03+00:00,2026-05-14T10:38:03+00:00,,score_dimensions
600408,600408.SH,SSE,main_board,山西安泰集团股份有限公司,安泰集团,2003-02-12,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:03+00:00,2026-05-14T10:38:03+00:00,,score_dimensions
600409,600409.SH,SSE,main_board,唐山三友化工股份有限公司,三友化工,2003-06-18,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:03+00:00,2026-05-14T10:38:03+00:00,,score_dimensions
600410,600410.SH,SSE,main_board,北京华胜天成科技股份有限公司,华胜天成,2004-04-27,信息传输、软件和信息技术服务业,evidence_fetched,fetched,fetched,2026-05-14T10:38:04+00:00,2026-05-14T10:38:04+00:00,,score_dimensions
600415,600415.SH,SSE,main_board,浙江中国小商品城集团股份有限公司,小商品城,2002-05-09,租赁和商务服务业,evidence_fetched,fetched,fetched,2026-05-14T10:38:04+00:00,2026-05-14T10:38:04+00:00,,score_dimensions
600416,600416.SH,SSE,main_board,湘潭电机股份有限公司,湘电股份,2002-07-18,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:04+00:00,2026-05-14T10:38:04+00:00,,score_dimensions
600418,600418.SH,SSE,main_board,安徽江淮汽车集团股份有限公司,江淮汽车,2001-08-24,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:04+00:00,2026-05-14T10:38:04+00:00,,score_dimensions
600419,600419.SH,SSE,main_board,新疆天润乳业股份有限公司,天润乳业,2001-06-28,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:04+00:00,2026-05-14T10:38:04+00:00,,score_dimensions
600420,600420.SH,SSE,main_board,上海现代制药股份有限公司,国药现代,2004-06-16,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:04+00:00,2026-05-14T10:38:04+00:00,,score_dimensions
600421,600421.SH,SSE,main_board,湖北华嵘控股股份有限公司,*ST华嵘,2004-06-07,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:04+00:00,2026-05-14T10:38:04+00:00,,score_dimensions
600422,600422.SH,SSE,main_board,昆药集团股份有限公司,昆药集团,2000-12-06,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:04+00:00,2026-05-14T10:38:04+00:00,,score_dimensions
600423,600423.SH,SSE,main_board,柳州化工股份有限公司,*ST柳化,2003-07-17,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:05+00:00,2026-05-14T10:38:05+00:00,,score_dimensions
600425,600425.SH,SSE,main_board,新疆青松建材化工集团股份有限公司,青松建化,2003-07-24,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:05+00:00,2026-05-14T10:38:05+00:00,,score_dimensions
600426,600426.SH,SSE,main_board,山东华鲁恒升化工股份有限公司,华鲁恒升,2002-06-20,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:05+00:00,2026-05-14T10:38:05+00:00,,score_dimensions
600428,600428.SH,SSE,main_board,中远海运特种运输股份有限公司,中远海特,2002-04-18,交通运输、仓储和邮政业,evidence_fetched,fetched,fetched,2026-05-14T10:38:05+00:00,2026-05-14T10:38:05+00:00,,score_dimensions
600429,600429.SH,SSE,main_board,北京三元食品股份有限公司,三元股份,2003-09-15,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:05+00:00,2026-05-14T10:38:05+00:00,,score_dimensions
600432,600432.SH,SSE,main_board,吉林吉恩镍业股份有限公司,-,2003-09-05,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:06+00:00,2026-05-14T10:38:06+00:00,,score_dimensions
600433,600433.SH,SSE,main_board,广东冠豪高新技术股份有限公司,冠豪高新,2003-06-19,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:06+00:00,2026-05-14T10:38:06+00:00,,score_dimensions
600435,600435.SH,SSE,main_board,北方导航控制技术股份有限公司,北方导航,2003-07-04,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:06+00:00,2026-05-14T10:38:06+00:00,,score_dimensions
600436,600436.SH,SSE,main_board,漳州片仔癀药业股份有限公司,片仔癀,2003-06-16,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:06+00:00,2026-05-14T10:38:06+00:00,,score_dimensions
600438,600438.SH,SSE,main_board,通威股份有限公司,通威股份,2004-03-02,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:06+00:00,2026-05-14T10:38:06+00:00,,score_dimensions
600439,600439.SH,SSE,main_board,河南瑞贝卡发制品股份有限公司,瑞贝卡,2003-07-10,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:06+00:00,2026-05-14T10:38:06+00:00,,score_dimensions
600444,600444.SH,SSE,main_board,国机通用机械科技股份有限公司,国机通用,2004-02-19,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:06+00:00,2026-05-14T10:38:06+00:00,,score_dimensions
600446,600446.SH,SSE,main_board,深圳市金证科技股份有限公司,金证股份,2003-12-24,信息传输、软件和信息技术服务业,evidence_fetched,fetched,fetched,2026-05-14T10:38:06+00:00,2026-05-14T10:38:06+00:00,,score_dimensions
600448,600448.SH,SSE,main_board,华纺股份有限公司,华纺股份,2001-09-03,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:06+00:00,2026-05-14T10:38:06+00:00,,score_dimensions
600449,600449.SH,SSE,main_board,宁夏建材集团股份有限公司,宁夏建材,2003-08-29,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:06+00:00,2026-05-14T10:38:06+00:00,,score_dimensions
600452,600452.SH,SSE,main_board,重庆涪陵电力实业股份有限公司,涪陵电力,2004-03-03,电力、热力、燃气及水生产和供应业,evidence_fetched,fetched,fetched,2026-05-14T10:38:07+00:00,2026-05-14T10:38:07+00:00,,score_dimensions
600455,600455.SH,SSE,main_board,西安博通资讯股份有限公司,博通股份,2004-03-29,教育,evidence_fetched,fetched,fetched,2026-05-14T10:38:07+00:00,2026-05-14T10:38:07+00:00,,score_dimensions
600456,600456.SH,SSE,main_board,宝鸡钛业股份有限公司,宝钛股份,2002-04-12,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:07+00:00,2026-05-14T10:38:07+00:00,,score_dimensions
600458,600458.SH,SSE,main_board,株洲时代新材料科技股份有限公司,时代新材,2002-12-19,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:07+00:00,2026-05-14T10:38:07+00:00,,score_dimensions
600459,600459.SH,SSE,main_board,云南省贵金属新材料控股集团股份有限公司,贵研铂业,2003-05-16,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:08+00:00,2026-05-14T10:38:08+00:00,,score_dimensions
600460,600460.SH,SSE,main_board,杭州士兰微电子股份有限公司,士兰微,2003-03-11,制造业,evidence_fetched,fetched,fetched,2026-05-14T10:38:08+00:00,2026-05-14T10:38:08+00:00,,score_dimensions
600461,600461.SH,SSE,main_board,江西洪城环境股份有限公司,洪城环境,2004-06-01,电力、热力、燃气及水生产和供应业,evidence_fetched,fetched,fetched,2026-05-14T10:38:08+00:00,2026-05-14T10:38:08+00:00,,score_dimensions
600462,600462.SH,SSE,main_board,湖北九有投资股份有限公司,-,2003-09-03,租赁和商务服务业,evidence_fetched,fetched,fetched,2026-05-14T10:38:08+00:00,2026-05-14T10:38:08+00:00,,score_dimensions
600463,600463.SH,SSE,main_board,北京空港科技园区股份有限公司,空港股份,2004-03-18,建筑业,evidence_fetched,fetched,fetched,2026-05-14T10:38:08+00:00,2026-05-14T10:38:08+00:00,,score_dimensions
600466,600466.SH,SSE,main_board,四川蓝光发展股份有限公司,-,2001-02-12,房地产业,evidence_fetched,fetched,fetched,2026-05-14T10:38:08+00:00,2026-05-14T10:38:08+00:00,,score_dimensions
