queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
317,A_SHARE,A股,A_SHARE:海能达,002583,海能达,海能达,71.37,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
318,A_SHARE,A股,A_SHARE:广东世运电路科技股份有限公司,603920,世运电路,广东世运电路科技股份有限公司,71.29,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
319,A_SHARE,A股,A_SHARE:西安铂力特增材技术股份有限公司,688333,铂力特,西安铂力特增材技术股份有限公司,71.28,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
320,A_SHARE,A股,A_SHARE:重庆太极实业(集团)股份有限公司,600129,太极集团,重庆太极实业(集团)股份有限公司,71.27,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
321,A_SHARE,A股,A_SHARE:东莞市鼎通精密科技股份有限公司,688668,鼎通科技,东莞市鼎通精密科技股份有限公司,71.27,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
322,A_SHARE,A股,A_SHARE:崇达技术,002815,崇达技术,崇达技术,71.26,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
323,A_SHARE,A股,A_SHARE:北京凯因科技股份有限公司,688687,凯因科技,北京凯因科技股份有限公司,71.26,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
324,A_SHARE,A股,A_SHARE:皇台酒业,000995,皇台酒业,皇台酒业,71.20,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
325,A_SHARE,A股,A_SHARE:顺鑫农业,000860,顺鑫农业,顺鑫农业,71.18,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
326,A_SHARE,A股,A_SHARE:东鹏饮料(集团)股份有限公司,605499,东鹏饮料,东鹏饮料(集团)股份有限公司,71.17,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
327,A_SHARE,A股,A_SHARE:瑞丰光电,300241,瑞丰光电,瑞丰光电,71.12,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
328,A_SHARE,A股,A_SHARE:苏州浩辰软件股份有限公司,688657,浩辰软件,苏州浩辰软件股份有限公司,71.12,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
329,A_SHARE,A股,A_SHARE:江苏长电科技股份有限公司,600584,长电科技,江苏长电科技股份有限公司,71.11,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
330,A_SHARE,A股,A_SHARE:浙江华正新材料股份有限公司,603186,华正新材,浙江华正新材料股份有限公司,71.09,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
331,A_SHARE,A股,A_SHARE:上海龙旗科技股份有限公司,603341,龙旗科技,上海龙旗科技股份有限公司,71.08,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
332,A_SHARE,A股,A_SHARE:光弘科技,300735,光弘科技,光弘科技,71.07,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
333,A_SHARE,A股,A_SHARE:盐津铺子,002847,盐津铺子,盐津铺子,71.04,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
334,A_SHARE,A股,A_SHARE:法本信息,300925,法本信息,法本信息,71.04,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
335,A_SHARE,A股,A_SHARE:力生制药,002393,力生制药,力生制药,71.03,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
336,A_SHARE,A股,A_SHARE:青云科技集团股份有限公司,688316,青云科技,青云科技集团股份有限公司,71.02,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
337,A_SHARE,A股,A_SHARE:杭州安恒信息技术股份有限公司,688023,安恒信息,杭州安恒信息技术股份有限公司,71.01,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
338,A_SHARE,A股,A_SHARE:泰凌微电子(上海)股份有限公司,688591,泰凌微,泰凌微电子(上海)股份有限公司,71.01,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
339,A_SHARE,A股,A_SHARE:湘潭电化,002125,湘潭电化,湘潭电化,71.00,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
340,A_SHARE,A股,A_SHARE:先导智能,300450,先导智能,先导智能,70.98,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
341,A_SHARE,A股,A_SHARE:长飞光纤光缆股份有限公司,601869,长飞光纤,长飞光纤光缆股份有限公司,70.97,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
342,A_SHARE,A股,A_SHARE:深圳市共进电子股份有限公司,603118,共进股份,深圳市共进电子股份有限公司,70.96,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
343,A_SHARE,A股,A_SHARE:航天电器,002025,航天电器,航天电器,70.93,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
344,A_SHARE,A股,A_SHARE:中国北方稀土(集团)高科技股份有限公司,600111,北方稀土,中国北方稀土(集团)高科技股份有限公司,70.92,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
345,A_SHARE,A股,A_SHARE:奥美医疗,002950,奥美医疗,奥美医疗,70.88,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
346,A_SHARE,A股,A_SHARE:维海德,301318,维海德,维海德,70.85,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
347,A_SHARE,A股,A_SHARE:三诺生物,300298,三诺生物,三诺生物,70.84,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
348,A_SHARE,A股,A_SHARE:精华制药,002349,精华制药,精华制药,70.82,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
349,A_SHARE,A股,A_SHARE:深圳市金证科技股份有限公司,600446,金证股份,深圳市金证科技股份有限公司,70.82,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
350,A_SHARE,A股,A_SHARE:上海海优威新材料股份有限公司,688680,海优新材,上海海优威新材料股份有限公司,70.82,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
351,A_SHARE,A股,A_SHARE:东山精密,002384,东山精密,东山精密,70.77,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
352,A_SHARE,A股,A_SHARE:太辰光,300570,太辰光,太辰光,70.77,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
353,A_SHARE,A股,A_SHARE:洛阳栾川钼业集团股份有限公司,603993,洛阳钼业,洛阳栾川钼业集团股份有限公司,70.76,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
354,A_SHARE,A股,A_SHARE:康冠科技,001308,康冠科技,康冠科技,70.75,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
355,A_SHARE,A股,A_SHARE:三晖电气,002857,三晖电气,三晖电气,70.73,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
356,A_SHARE,A股,A_SHARE:昂利康,002940,昂利康,昂利康,70.73,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
357,A_SHARE,A股,A_SHARE:武汉逸飞激光股份有限公司,688646,ST逸飞,武汉逸飞激光股份有限公司,70.73,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
358,A_SHARE,A股,A_SHARE:德明利,001309,德明利,德明利,70.71,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
359,A_SHARE,A股,A_SHARE:海普瑞,002399,海普瑞,海普瑞,70.71,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
360,A_SHARE,A股,A_SHARE:浙江伟明环保股份有限公司,603568,伟明环保,浙江伟明环保股份有限公司,70.67,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
361,A_SHARE,A股,A_SHARE:哈药集团股份有限公司,600664,哈药股份,哈药集团股份有限公司,70.66,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
362,A_SHARE,A股,A_SHARE:九芝堂,000989,九芝堂,九芝堂,70.61,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
363,A_SHARE,A股,A_SHARE:石基信息,002153,石基信息,石基信息,70.61,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
364,A_SHARE,A股,A_SHARE:新诺威,300765,新诺威,新诺威,70.61,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
365,A_SHARE,A股,A_SHARE:山东鲁抗医药股份有限公司,600789,鲁抗医药,山东鲁抗医药股份有限公司,70.61,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
366,A_SHARE,A股,A_SHARE:深圳华强,000062,深圳华强,深圳华强,70.57,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
367,A_SHARE,A股,A_SHARE:奇安信科技集团股份有限公司,688561,奇安信,奇安信科技集团股份有限公司,70.55,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
368,A_SHARE,A股,A_SHARE:奥士康,002913,奥士康,奥士康,70.54,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
369,A_SHARE,A股,A_SHARE:汉森制药,002412,汉森制药,汉森制药,70.47,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
370,A_SHARE,A股,A_SHARE:钧达股份,002865,钧达股份,钧达股份,70.47,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
371,A_SHARE,A股,A_SHARE:峰岹科技(深圳)股份有限公司,688279,峰岹科技,峰岹科技(深圳)股份有限公司,70.47,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
372,A_SHARE,A股,A_SHARE:华虹半导体有限公司,688347,华虹公司,华虹半导体有限公司,70.44,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
373,A_SHARE,A股,A_SHARE:无锡力芯微电子股份有限公司,688601,力芯微,无锡力芯微电子股份有限公司,70.42,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
374,A_SHARE,A股,A_SHARE:深圳市路维光电股份有限公司,688401,路维光电,深圳市路维光电股份有限公司,70.40,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
375,A_SHARE,A股,A_SHARE:天源迪科,300047,天源迪科,天源迪科,70.38,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
376,A_SHARE,A股,A_SHARE:山东新华医疗器械股份有限公司,600587,新华医疗,山东新华医疗器械股份有限公司,70.38,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
377,A_SHARE,A股,A_SHARE:翔丰华,300890,翔丰华,翔丰华,70.37,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
378,A_SHARE,A股,A_SHARE:中国长江电力股份有限公司,600900,长江电力,中国长江电力股份有限公司,70.36,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
379,A_SHARE,A股,A_SHARE:迈克生物,300463,迈克生物,迈克生物,70.33,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
380,A_SHARE,A股,A_SHARE:视觉中国,000681,视觉中国,视觉中国,70.28,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
381,A_SHARE,A股,A_SHARE:正平路桥建设股份有限公司,603843,*ST正平,正平路桥建设股份有限公司,70.27,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
382,A_SHARE,A股,A_SHARE:福建火炬电子科技股份有限公司,603678,火炬电子,福建火炬电子科技股份有限公司,70.26,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
383,A_SHARE,A股,A_SHARE:兴森科技,002436,兴森科技,兴森科技,70.23,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
384,A_SHARE,A股,A_SHARE:烽火通信科技股份有限公司,600498,烽火通信,烽火通信科技股份有限公司,70.19,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
385,A_SHARE,A股,A_SHARE:爱施德,002416,爱施德,爱施德,70.16,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
